query_id,content_id,semi_negatives,semi_negative_count
566_B,483,"340,1143,893,568,917,930,1254,1432,1012,2017",10
706_A,2454,"793,0,2508,154,2189,2060,1370,1942,35,669",10
785_A,28,"644,465,1997,274,1106,2552,315,2300,1972,5",10
150_B,996,"273,1954,990,653,1325,2086,2519,403,2241,2215",10
154_C,1731,"2100,972,1219,2434,1684,1941,2267,1999,747,1832",10
1234_A,1633,"1543,620,92,2516,785,270,274,1326,561,918",10
1422_D,960,"2303,759,977,992,334,855,1680,346,444,244",10
561_D,362,"851,553,182,2060,510,1733,2083,2454,1617,2544",10
3_A,1180,"1543,241,1550,355,1281,1012,2036,476,635,1007",10
115_A,851,"977,2381,2277,224,727,287,1553,2394,894,444",10
18_D,1824,"1054,2431,2264,937,520,330,748,1713,958,2107",10
767_A,1895,"229,1881,1934,618,475,1693,1184,2508,1959,2291",10
1114_D,439,"1939,591,1960,2241,1238,632,83,646,2508,1435",10
39_C,699,"1553,1231,1675,761,1578,1125,937,947,2173,1722",10
615_A,806,"2378,245,774,403,2291,1452,1478,1543,120,2163",10
757_B,2539,"1942,340,891,45,1388,1908,1049,444,1944,2475",10
1686_C,2044,"1124,2227,2383,2154,1332,45,1576,749,2525,1301",10
142_A,1250,"993,323,773,386,241,2059,155,841,1727,639",10
944_B,835,"170,2252,136,1092,1268,2148,1278,1894,1181,215",10
139_D,1416,"2567,1690,210,2215,35,2027,713,33,1363,1610",10
1153_A,1539,"2009,2271,2516,312,1729,1056,309,315,615,2570",10
1336_A,2291,"1338,840,2518,1692,24,1672,2173,1680,1432,481",10
740_A,1876,"435,857,1988,2574,1078,941,579,1894,251,1435",10
1057_D,3,"1911,1908,1323,1266,830,1469,1543,840,577,742",10
983_D,2414,"1432,2252,74,2274,1692,80,775,94,1044,947",10
1324_A,624,"153,147,1350,2320,2420,2449,2430,2130,2172,2356",10
1624_D,131,"1473,1666,1975,52,505,699,1887,1971,2488,2260",10
31_B,704,"1078,955,1408,1323,459,1651,844,996,937,301",10
32_A,1566,"891,1800,1469,50,659,499,1152,1692,1205,1164",10
459_B,417,"2079,492,622,2382,1704,1784,1736,1813,182,1727",10
568_D,2154,"1887,2507,624,1134,941,1548,45,2248,674,2541",10
665_A,1318,"235,1292,2488,1282,2161,1565,895,270,701,2339",10
505_D,2262,"1119,2575,2484,2221,68,787,1429,1142,1692,1908",10
1566_D,449,"637,1509,1069,686,2100,519,1543,2194,1536,2158",10
1129_B,2469,"1875,260,1949,1558,908,1634,2001,1190,34,1266",10
877_C,1210,"312,643,2291,1686,1741,2340,536,336,2402,52",10
1715_D,1208,"2110,1515,779,941,1729,2520,1012,893,1634,1526",10
1147_C,2031,"1634,2100,1543,722,1396,1791,820,1377,774,44",10
856_B,207,"398,2283,1279,2210,2158,653,2334,1949,1509,2337",10
913_B,1457,"2457,1842,1362,1975,1004,1586,2506,1215,644,2012",10
973_B,1270,"2158,2481,2074,1692,1908,2154,847,760,240,427",10
1205_D,1089,"1302,1814,1543,2488,2106,624,999,661,2349,2364",10
1817_C,438,"1894,2323,774,346,1408,739,1529,67,1941,1378",10
1253_D,1761,"2012,609,1749,2170,133,1219,2173,1046,1549,568",10
112_C,2093,"679,1075,1078,662,1208,1807,1282,1323,1711,2223",10
146_B,1523,"30,1729,1241,250,98,674,835,914,804,2383",10
788_B,117,"807,1755,2394,2489,113,54,1340,1944,95,256",10
612_D,1181,"1894,1597,68,67,1270,568,1579,1673,734,2044",10
8_D,907,"1274,2046,2001,755,2009,1008,1374,98,2399,2223",10
1235_A,1568,"1814,585,1599,1128,332,1752,1834,268,857,2311",10
1096_B,2427,"283,2486,1937,566,423,2318,1176,1389,2469,121",10
43_A,381,"674,2158,1972,1711,232,1142,839,1275,848,928",10
120_A,877,"1476,746,1634,2248,1035,1939,2383,644,607,1112",10
449_B,189,"673,30,955,1125,1651,399,867,862,2514,2356",10
926_B,2215,"340,2383,1614,357,79,2271,1881,573,196,1231",10
1423_D,1978,"1317,579,1057,878,1628,2053,2306,2100,2000,568",10
534_B,2566,"699,908,1814,1196,136,2519,98,1610,580,1722",10
809_A,1190,"699,1716,1566,1354,74,568,1142,936,1939,755",10
1573_B,651,"330,1314,204,1570,1067,2423,2215,2569,2174,591",10
449_D,264,"955,1651,679,2514,835,862,1206,1123,867,677",10
507_A,1316,"536,569,1709,1378,777,353,1881,1282,1634,2277",10
1277_B,1100,"420,1389,2154,68,177,1893,1729,1258,170,1325",10
685_B,1702,"403,1999,356,1765,1244,1631,1814,1689,499,2277",10
899_A,706,"299,81,1219,1128,1231,2323,467,878,1179,1316",10
186_B,1525,"497,2306,2253,1458,2133,755,849,2215,1402,1163",10
1108_A,1847,"1852,606,301,1710,2021,1209,1807,1156,624,68",10
230_D,2132,"45,774,568,1515,475,1485,403,1035,49,1529",10
1845_C,1642,"2383,171,2422,499,1882,1054,615,674,729,525",10
1179_A,1989,"283,590,867,1252,1527,695,2318,2493,977,1266",10
1698_D,1293,"2381,420,2586,791,617,1435,1387,941,774,1576",10
546_C,507,"1293,2507,2215,1091,372,1311,580,1231,2501,2004",10
317_B,1383,"2525,1576,1384,2044,1858,1515,908,1024,749,178",10
80_D,421,"1908,204,1877,1393,2379,1802,1570,423,766,1707",10
1087_A,415,"1325,1271,2508,8,615,2271,1886,1727,591,1117",10
874_B,809,"1069,5,561,695,404,2334,2278,2262,434,455",10
1286_D,256,"554,1939,134,1611,2063,1125,549,2086,1942,2031",10
80_A,478,"1576,1047,423,1802,1570,1393,2379,1275,1707,2296",10
990_B,2034,"1749,2021,835,1246,744,172,2078,937,1241,1637",10
1224_D,236,"2311,2060,570,1067,0,33,1279,1483,1970,1835",10
1585_A,1781,"2306,1317,2349,567,2000,964,2001,1323,874,1051",10
1574_B,1999,"1214,1189,566,1181,1078,234,579,256,196,1908",10
1686_D,2203,"2305,189,1078,2254,2469,2154,2383,1332,761,1576",10
1442_A,1748,"1726,43,1292,62,307,2079,2334,87,977,1481",10
433_A,782,"513,2565,661,845,60,1388,627,1215,1693,2019",10
1520_A,47,"1506,701,1704,1877,2060,2161,256,1917,515,1401",10
1479_A,1050,"1692,310,1751,686,874,719,835,839,1065,2271",10
840_D,381,"240,941,579,15,1887,1400,1610,1205,120,1900",10
1589_A,1165,"403,1243,663,1982,240,2390,49,299,831,2323",10
900_B,1484,"1035,403,1093,459,1128,749,661,536,2449,1746",10
663_B,2438,"245,2458,2200,752,138,937,1190,1282,376,2399",10
1539_D,248,"1576,582,2552,1400,219,917,1601,2174,584,1184",10
138_B,1783,"2312,1877,97,35,1509,2250,591,2007,1281,1707",10
712_D,674,"2340,73,1975,1549,484,1672,2532,617,1254,200",10
1131_B,186,"1134,250,1282,2399,1128,2271,676,749,1751,519",10
1176_C,1968,"1271,1302,2193,530,1176,840,1139,700,1325,584",10
1635_C,511,"2408,1942,391,1324,947,429,673,2077,774,1278",10
902_A,2504,"1360,170,4,483,373,2252,672,200,546,754",10
1131_C,186,"357,1128,749,1134,1219,676,519,1282,2093,482",10
1151_A,1604,"1981,2217,2444,1128,846,1065,2349,2033,2009,831",10
1859_D,1887,"1894,1814,2424,2416,2049,1611,1978,1000,1751,642",10
143_D,1714,"1049,465,2408,307,686,91,1206,1735,2518,1939",10
514_D,1333,"561,1302,1814,2193,2044,2450,2402,1671,372,1707",10
97_B,625,"644,2266,100,1721,2184,1370,432,2300,585,1939",10
287_B,2507,"508,1894,196,2116,1611,672,2552,1181,1408,2349",10
1237_B,1657,"1163,2173,1169,18,0,1035,635,68,153,1181",10
540_B,2542,"874,2518,531,1151,60,2303,475,579,774,613",10
1645_A,2539,"969,1323,1805,2148,2383,482,947,1032,2425,908",10
961_D,427,"2217,1387,2366,2422,1941,1128,312,1995,1736,1167",10
650_A,1970,"2241,2025,1613,764,8,625,615,639,154,1570",10
330_A,172,"347,1463,606,1275,1282,1841,1143,2172,684,120",10
816_A,1898,"1387,2181,2306,1323,2504,285,1219,2200,520,2431",10
667_B,1973,"1128,2129,1908,1609,518,1692,90,399,2074,1729",10
1014_D,674,"73,1012,2530,301,481,81,2248,791,1360,1311",10
1810_B,673,"1203,1986,2083,681,1212,1000,840,1219,977,2371",10
814_D,1047,"1033,399,1078,1672,1004,388,2144,2254,568,240",10
316_A,739,"1905,544,2144,561,901,1341,2546,2100,2346,1270",10
831_A,91,"1808,2340,1814,2408,1051,195,1093,1894,1049,1128",10
213_B,1557,"840,659,30,2402,2217,1190,1424,937,553,2552",10
940_A,357,"650,2138,1300,475,2373,276,1794,2191,120,2408",10
130_A,1213,"346,2220,1554,1680,617,1278,2215,1279,536,2148",10
1122_B,207,"423,1949,1056,1881,2158,2271,1178,1281,1939,2241",10
81_C,1365,"2075,1103,1675,1587,857,399,1372,755,1983,703",10
1563_B,971,"2373,1587,2490,2357,1565,251,2227,1252,272,2028",10
1062_B,717,"1881,1237,1282,499,662,2541,1924,403,312,1983",10
255_C,1492,"2311,546,1894,2021,2170,1,1358,986,1599,1275",10
707_D,1100,"1078,964,301,1123,579,1538,1224,2550,2350,1244",10
155_A,1788,"1815,2050,635,814,1725,2226,457,2056,1686,2440",10
1081_B,1784,"1726,639,644,1435,790,745,1067,762,1543,1494",10
1251_B,2046,"1680,2340,1540,1091,14,673,373,2408,558,1078",10
988_B,2378,"2154,2430,1692,884,371,1648,2163,221,676,2291",10
1058_B,1541,"2148,2500,591,2080,484,947,57,1773,1318,1751",10
1248_D,649,"2188,1686,841,71,843,1175,2193,293,535,2291",10
464_A,120,"1999,1814,2283,1578,2383,2248,1549,635,639,2072",10
89_A,1240,"939,1160,580,2488,1998,1125,774,656,2408,1971",10
738_B,1488,"1399,1242,355,2489,207,1997,293,2423,464,646",10
738_C,1640,"1242,1399,355,207,2489,1997,293,2423,646,464",10
1218_D,1043,"653,383,1252,1389,204,857,1610,2340,553,2174",10
1289_B,1,"1179,779,1463,1978,2350,907,1566,58,774,6",10
1238_C,2221,"2028,25,244,1538,72,1282,347,403,372,267",10
1098_A,363,"2021,1566,1562,2093,2034,2373,2147,928,986,1999",10
1596_B,1013,"17,2422,2350,1134,30,1711,1208,1088,1190,2093",10
782_A,1825,"169,1729,1190,777,2044,1374,2223,371,1048,956",10
253_D,725,"1325,535,455,2271,2278,841,2036,367,2516,1434",10
323_A,1535,"661,1049,2114,1709,1256,621,2518,1181,1125,256",10
476_A,2510,"1692,777,69,1621,956,1485,1142,609,733,2158",10
1665_D,1929,"240,1311,1800,954,1205,642,1196,941,1408,1044",10
1754_B,991,"1978,2267,673,850,857,161,2289,287,1547,1464",10
64_A,2359,"256,964,744,2481,840,1196,1558,742,1049,1274",10
1346_D,2461,"1300,914,1861,1494,111,2173,1049,1282,153,624",10
427_C,1099,"753,1139,780,1972,591,561,2282,1067,2060,1111",10
328_C,1909,"896,2001,1408,15,2383,317,1207,1624,2291,1711",10
1743_D,890,"774,2402,69,1632,674,372,1024,1894,403,2126",10
971_C,757,"2306,2221,1690,1939,1644,1079,736,1063,2533,1015",10
1280_B,789,"2137,1908,1731,272,356,1543,271,484,2336,1939",10
1261_C,900,"1324,1049,1108,1691,2083,1584,1430,992,2424,244",10
1395_A,1868,"384,1672,1464,883,68,1941,1570,1003,1311,1318",10
546_D,2343,"1623,1522,1231,2507,1091,580,1809,372,513,2004",10
718_D,331,"1814,1311,1808,2340,403,170,995,2408,930,1765",10
1701_C,1733,"1634,1363,271,1340,2486,1112,295,315,1716,1025",10
1710_D,2472,"941,2220,104,2518,330,108,947,1378,755,1128",10
100_A,463,"1819,642,1251,1986,1483,2093,2394,1777,2121,2151",10
938_D,2109,"1690,1999,1251,1915,1729,1031,2019,373,1024,1274",10
1044_B,2341,"2189,2311,644,2218,1325,1434,1997,2365,653,315",10
865_D,510,"102,1282,132,774,1832,1768,2465,2382,1266,857",10
946_C,85,"315,2025,2104,591,226,2421,2488,271,840,450",10
1325_A,1244,"2144,1544,1311,1941,2237,1282,1611,2253,210,2172",10
173_D,1350,"1378,427,722,1184,1183,1942,2075,1538,1819,947",10
956_A,852,"1065,955,30,1422,312,1517,1206,996,403,153",10
662_A,1706,"1230,85,478,607,928,644,1543,1333,464,649",10
1306_A,118,"283,1584,2225,2269,1931,764,1729,568,1576,423",10
926_C,710,"196,2383,1794,403,25,484,857,346,111,94",10
331_A,1920,"1389,57,1835,874,54,1599,1215,2271,2075,1982",10
982_B,1820,"1152,371,1515,774,946,202,2356,986,427,2458",10
497_B,268,"2174,992,2564,1224,68,1425,26,1587,1125,1971",10
1569_B,452,"481,568,2350,598,1301,831,1485,2173,334,1566",10
776_C,671,"977,2018,1729,1998,544,1730,2144,1282,251,1078",10
1384_C,688,"830,2274,91,525,1800,1999,346,1324,1751,337",10
36_D,1644,"2271,2340,1343,1634,1469,969,558,2383,751,153",10
648_B,1872,"2408,1576,2504,2209,840,356,1887,1266,621,103",10
269_B,364,"1692,1182,1039,2044,240,1128,2383,2126,857,1313",10
785_C,455,"644,1997,2552,1881,274,309,315,2300,1972,51",10
490_B,1624,"835,652,98,172,1599,1,2383,1692,633,1241",10
970_B,1324,"1389,673,1597,25,1800,1835,2518,240,356,2173",10
654_D,167,"1374,1971,2100,78,1852,1459,777,1275,1219,1190",10
1042_C,471,"2530,1994,969,1751,975,1576,346,332,2586,1562",10
218_A,99,"1475,2430,287,2267,924,2158,644,1139,229,2286",10
485_C,729,"132,541,1936,2158,1325,240,2221,444,2552,1215",10
350_C,604,"1231,1424,2111,1910,914,469,1894,310,1025,1093",10
547_C,2479,"2533,1978,340,1134,1614,256,1709,200,2271,79",10
1805_B,1884,"703,1494,2298,444,2126,1184,505,60,2148,1266",10
998_A,1644,"1266,337,1887,672,373,891,2271,1429,1044,74",10
587_C,2306,"1365,1179,2227,58,969,538,1338,891,1543,516",10
535_D,687,"1219,1008,1799,1637,69,1218,2399,891,1143,1424",10
720_A,1524,"505,840,1971,891,1473,602,2585,2402,863,24",10
57_B,809,"235,434,404,2072,625,2005,35,1015,1219,2334",10
864_C,2573,"332,1978,81,334,2080,1020,200,141,484,594",10
836_C,1057,"1371,302,2489,2408,1302,1761,1611,566,1318,120",10
1056_A,2252,"2303,2306,1387,536,1179,976,1111,1644,755,1378",10
1853_A,1114,"1819,2100,2518,1194,1886,1214,272,2454,1004,2103",10
1553_A,97,"1741,570,2193,867,1897,154,840,2005,459,1685",10
1558_A,551,"1283,8,141,625,356,374,686,2373,2009,2397",10
907_D,481,"2443,1214,403,1240,2532,1713,200,617,514,2228",10
1118_C,293,"157,2110,1065,1939,2311,1167,2348,266,1686,513",10
1466_D,1721,"1633,1000,1686,2227,1975,2460,1539,2059,899,2158",10
701_B,1737,"1731,290,1311,510,2221,515,536,1377,2049,1939",10
169_B,389,"2519,2541,1408,636,1554,849,1252,25,2469,2148",10
1197_D,491,"1971,196,774,1765,352,45,420,1384,2162,1214",10
339_A,2519,"452,1024,791,2414,1244,79,1092,1408,499,676",10
668_B,375,"1707,924,399,1971,1887,2507,2518,2508,937,2252",10
1215_D,424,"336,1016,2565,2323,2375,937,467,2162,251,958",10
1675_B,651,"1886,2569,2009,542,1765,1926,1897,1125,2174,100",10
1102_A,2237,"68,481,1648,1294,2109,1751,2546,2200,151,2187",10
880_B,2485,"2317,963,1805,1266,315,2154,1814,1543,330,50",10
357_A,190,"1378,94,1429,2532,736,975,2533,2076,1078,138",10
234_D,397,"2253,15,465,1408,52,1225,1909,22,2113,461",10
918_C,1074,"1973,68,1128,2199,1441,1179,45,403,1954,1078",10
314_A,1447,"1619,447,677,72,662,419,2009,170,1734,2221",10
303_C,2056,"45,305,2241,1289,2531,1015,2583,808,649,1175",10
927_B,650,"2327,1015,835,1978,750,1972,579,390,1078,2252",10
1327_C,2585,"2284,1421,516,580,2431,2548,2271,520,1524,2277",10
807_A,2245,"2383,256,2263,418,340,1112,2020,759,2530,1543",10
274_A,1582,"2291,1751,2489,271,2183,2409,1647,2148,995,673",10
1586_A,2581,"1606,2248,79,1904,1894,774,1444,196,1628,1549",10
1663_C,1586,"248,1773,324,492,439,300,857,608,2217,594",10
1405_B,1415,"2083,2100,444,1743,401,1047,212,1773,2014,918",10
84_C,642,"2373,1972,57,1512,1254,136,1835,88,95,1908",10
167_D,2109,"34,1082,1078,2187,30,2518,1035,2532,353,1814",10
732_B,1682,"2268,2365,591,2037,281,585,2184,1456,1810,1886",10
414_A,791,"1529,1015,15,2469,1971,1765,1981,1016,914,2044",10
515_B,905,"2357,450,785,2370,422,1175,1733,2268,83,2460",10
1839_B,931,"25,2431,2402,1044,2449,6,1842,256,1562,340",10
1590_C,1265,"114,182,271,2137,872,2354,1325,1584,1814,333",10
1694_A,1120,"1128,200,944,884,964,719,1051,196,1729,1311",10
312_B,1072,"170,2422,857,1666,301,593,2530,1670,2017,1214",10
842_A,1542,"250,127,1241,659,2074,1799,1622,2002,2136,1756",10
754_C,141,"2184,783,330,1814,1743,977,51,1936,525,2301",10
309_B,565,"1206,315,2556,1463,381,2223,1523,1469,1538,1634",10
196_A,1971,"143,499,2215,1644,1631,1666,2519,2001,1634,1492",10
1160_D,2309,"2532,2536,1254,2408,1960,475,238,1465,582,2205",10
758_C,236,"630,8,1851,829,2059,1763,680,1071,1752,1285",10
1705_C,1536,"229,621,2394,1150,1258,2291,1302,944,2238,857",10
822_D,76,"1691,1303,1974,2226,1892,2324,1654,1612,43,2424",10
792_D,391,"2546,1278,1432,727,1457,411,291,460,900,1893",10
791_B,1155,"2359,2018,2247,623,159,93,2415,2406,1244,579",10
34_A,2264,"2565,1016,1908,544,2237,1708,153,90,1128,2217",10
576_C,1675,"2144,901,1587,1634,322,1424,579,1332,1599,2055",10
570_C,1079,"1751,842,1634,35,2383,2291,2402,2100,1231,1770",10
135_B,2563,"372,2009,791,1692,403,2242,1637,2138,2430,1523",10
1142_B,978,"1097,132,569,2215,1943,340,1190,2221,2445,1494",10
265_D,307,"686,310,634,1333,972,2236,1175,2365,51,2383",10
89_B,2376,"580,939,1160,1998,2488,774,656,1971,1125,2408",10
1428_C,1697,"1390,2291,1751,1168,1777,553,2373,1586,1670,900",10
1656_D,1445,"423,1502,95,840,1279,444,33,2226,2100,1215",10
48_D,657,"1049,1597,727,1184,2306,692,553,969,2284,2248",10
1707_B,454,"1942,1634,584,1678,1049,2173,1881,2148,2383,982",10
1005_C,2073,"1799,1756,90,1243,1523,2541,2074,777,202,1152",10
31_D,1651,"679,955,996,1229,844,1382,301,1611,1078,2291",10
1250_B,2043,"1882,2513,334,580,2318,2009,11,553,1047,265",10
1224_C,1505,"114,0,2452,570,33,1483,1835,2508,1067,85",10
1467_C,2251,"2516,570,2486,1483,1686,465,1746,2580,814,1997",10
1722_C,1652,"299,1476,1035,2342,1161,2186,417,964,2514,312",10
953_A,672,"727,1111,2158,1227,2009,753,251,2126,541,2340",10
1614_A,401,"1729,1805,2289,561,1942,1282,2148,510,2310,866",10
1353_C,1030,"840,676,968,1628,2306,171,2263,1644,195,1558",10
515_D,1265,"2357,450,785,2370,1175,1733,422,2268,2460,83",10
1091_A,1380,"713,1676,1939,74,1044,330,2488,1128,2530,1088",10
169_D,727,"2519,161,25,2469,1408,2532,636,1962,1666,2148",10
1397_D,261,"839,1128,170,609,93,202,481,340,2044,2547",10
532_B,2464,"1842,1532,113,2060,1802,464,1960,1599,853,2267",10
683_A,2583,"2126,2349,945,1805,2148,469,1325,1275,1435,1251",10
1318_D,331,"2383,1562,840,200,1666,52,2408,1983,1533,485",10
1740_A,2080,"2014,2355,1007,244,179,918,68,1279,1572,1942",10
1776_C,1842,"1791,1020,111,1565,271,642,1387,1589,114,2113",10
623_A,931,"672,1361,791,2488,45,941,1024,1971,1716,73",10
260_C,1720,"2126,2469,1244,1925,1293,2109,1634,315,1125,2215",10
1661_A,2524,"2173,1323,1031,146,481,1751,727,433,52,2306",10
394_A,1984,"764,183,634,2272,588,1863,835,120,1078,372",10
17_C,616,"1170,2049,505,356,2530,621,1814,2172,421,34",10
126_B,1148,"1686,1671,841,2302,455,293,996,793,843,2158",10
101_C,658,"1179,579,1908,1999,69,1409,2344,25,1282,170",10
335_A,1338,"2306,1119,1729,2222,1231,755,1078,1244,934,580",10
1026_A,1690,"373,676,59,2552,1543,727,506,840,1128,969",10
714_B,1054,"1722,2227,1696,2173,1125,947,937,1578,1514,1231",10
360_B,2426,"616,2518,499,2541,2164,22,1765,54,1365,831",10
697_C,836,"1244,644,862,2252,336,2518,653,310,2449,1091",10
193_B,1437,"553,855,481,2173,1078,1179,891,923,2202,2221",10
536_D,1488,"1311,708,2232,2161,2486,434,307,2454,410,83",10
92_B,1918,"825,1819,2078,2223,1134,1515,1551,98,2221,2484",10
720_B,845,"1432,1884,469,24,840,1282,602,857,1427,516",10
1223_D,661,"2475,636,1044,315,692,1196,60,1506,379,1971",10
319_D,1134,"25,435,566,175,2458,1378,1076,195,2547,2126",10
234_B,2551,"1611,356,1943,469,1125,1073,2291,2426,2050,2402",10
272_D,1303,"432,280,2502,2060,1219,1026,1971,1806,2184,57",10
1107_C,930,"2340,506,499,1205,2422,1814,1800,2221,708,26",10
324_A,1740,"1283,1989,280,2353,2397,478,2104,68,51,1978",10
1368_B,1036,"2541,902,1893,918,1773,1224,444,1776,742,1939",10
769_B,1050,"2173,310,403,1881,1282,1692,2323,2422,1065,1128",10
12_C,2156,"1139,312,764,2236,2036,451,570,1949,1149,701",10
163_D,2068,"2248,1773,2533,2504,79,676,1972,840,2271,1800",10
1671_D,1473,"1543,676,52,68,2422,251,1231,240,1035,1403",10
83_B,1988,"1379,1673,1435,1809,2422,1605,2172,175,2431,2148",10
1134_C,670,"1908,959,44,2173,353,479,755,1082,2154,621",10
289_C,1334,"242,1644,1800,2449,22,840,30,1774,2178,1024",10
1716_D,2225,"2148,923,1333,1279,94,1543,2316,937,891,727",10
1297_D,450,"253,2236,2311,2296,1178,33,100,2336,28,1802",10
1145_B,44,"1294,1049,1692,2488,1850,580,2042,1975,2021,606",10
1423_B,702,"579,878,1317,1628,1057,568,2000,2053,1190,2306",10
637_A,1708,"855,1183,774,2504,1611,2199,2248,1360,403,1908",10
90_B,2137,"1815,2408,1363,1741,2193,2370,2267,1292,431,1570",10
661_C,1292,"1599,554,2450,204,71,235,423,2334,709,157",10
1233_B,815,"1473,2109,478,857,511,755,1696,2001,2402,1082",10
1380_B,83,"2554,1381,1733,1318,141,1499,1999,1849,2460,184",10
962_B,1517,"2303,1041,499,113,2344,916,1877,392,902,1592",10
1213_A,609,"2484,1400,619,2398,964,1515,1551,232,1275,2170",10
1256_D,423,"226,773,1292,51,1224,1481,2189,1325,1007,785",10
1735_A,38,"347,1196,330,30,79,1111,1881,941,2148,1566",10
876_B,2130,"1939,1206,478,941,2555,1015,774,131,1231,14",10
605_C,70,"2323,1015,271,1308,1791,2371,1921,1338,240,1587",10
1194_C,118,"1128,1943,95,1194,990,2462,287,271,1206,2569",10
505_A,1820,"1711,2221,1692,787,1908,1429,2484,984,2575,839",10
152_B,2392,"1727,1057,1941,1571,674,598,2330,699,1525,1939",10
1502_A,445,"2408,1260,2173,1702,831,1139,1839,2009,1488,2543",10
833_C,797,"1056,1897,2268,2334,764,1882,1067,517,1318,1276",10
998_B,2504,"672,1360,2552,1429,256,373,74,2271,315,1887",10
878_A,45,"937,567,2100,215,1729,755,1359,1282,1435,736",10
1350_D,1051,"709,2481,1915,35,1408,1597,995,2408,2488,1181",10
933_C,1937,"1791,57,356,1908,815,673,182,1025,401,644",10
837_C,1336,"533,1093,2350,56,908,2272,481,1941,516,2422",10
556_D,1190,"902,1130,74,1361,1378,49,1044,2009,81,200",10
1369_A,1912,"1840,2518,579,855,475,804,1125,956,2187,673",10
416_B,1846,"808,977,2533,1820,1012,2163,1049,1727,1765,245",10
1129_C,2101,"1875,25,1558,908,303,2001,1190,260,34,1634",10
17_B,2130,"56,256,1170,357,2552,34,736,1765,1690,1929",10
219_B,1264,"1231,2519,312,1211,713,215,123,2327,1522,2153",10
9_B,1234,"2365,2496,694,1067,1268,337,2184,2424,1733,605",10
505_C,326,"2484,2575,1429,1711,68,1908,984,2221,1142,21",10
44_A,646,"2421,615,1543,287,840,1041,785,219,1773,141",10
570_D,2003,"1904,1634,271,2402,2383,2291,35,2100,1231,902",10
1401_C,1207,"271,1214,84,195,1925,1900,2541,2022,170,1251",10
537_D,1157,"822,1751,750,624,1881,49,68,1012,1184,1181",10
628_A,1847,"1807,990,1241,1739,1452,1431,1156,835,2173,170",10
171_D,1626,"521,2085,1171,45,203,1432,791,2586,1894,2449",10
1328_A,836,"420,644,1205,1068,123,2449,1549,1384,914,1894",10
1455_B,871,"346,975,2518,2552,2022,1751,1051,1597,1887,1400",10
716_A,263,"1894,2215,764,1408,947,2507,1939,1897,1202,2474",10
276_A,564,"2226,1056,967,2271,2488,843,420,1409,616,826",10
323_D,418,"1549,2114,1181,661,1049,256,2518,1709,1256,1125",10
245_C,1313,"1751,1867,699,840,2518,2167,310,39,25,1601",10
454_C,1026,"1244,73,2317,617,1311,1908,481,403,210,1842",10
1106_C,2466,"1721,1599,1698,937,1783,1539,280,2370,2311,1097",10
460_D,1494,"975,783,1939,200,1400,2217,673,2425,373,621",10
1370_A,1456,"951,898,1939,515,47,1726,788,630,1303,1324",10
261_A,767,"737,1983,855,568,2272,1128,2518,2271,878,387",10
142_D,1290,"993,773,323,386,241,2059,155,841,1727,1440",10
1606_C,1031,"1939,2291,1713,407,2018,840,971,1696,2200,256",10
175_C,1940,"841,1097,551,902,2072,1773,1340,1331,1942,1397",10
935_B,795,"2533,2113,373,1894,2248,201,1751,1206,1323,499",10
446_D,2443,"432,872,620,87,1656,1108,1128,2268,2271,1836",10
239_A,951,"584,902,1882,1851,1951,1285,1972,708,484,605",10
876_D,1356,"1939,24,1814,688,2003,1975,1978,1015,673,485",10
1531_A,1956,"85,1176,1683,867,262,2278,1500,1944,721,1219",10
1716_A,1153,"1408,954,2070,891,1543,391,2504,2106,1279,14",10
95_A,312,"513,613,541,310,371,914,1223,15,2373,1983",10
1171_B,984,"1576,1578,1972,1048,2242,2458,1221,744,2133,1358",10
469_B,169,"1463,1711,1469,1820,1841,684,1799,1280,1219,2518",10
74_C,868,"1598,783,373,407,499,891,930,673,621,540",10
929_B,1432,"2221,978,1972,857,79,1469,2271,1125,1800,2114",10
168_D,631,"2443,1932,953,1978,1125,1612,1921,2564,410,260",10
1729_A,2311,"1958,2248,1800,1179,884,1908,2046,499,1692,1795",10
37_D,2021,"1807,1048,937,1075,1221,891,58,371,1156,2093",10
1524_C,601,"1896,1099,1810,2158,708,212,417,2371,1814,1674",10
0_D,1672,"1190,1054,1644,911,81,1124,774,1631,1170,1361",10
5_B,686,"441,50,45,1611,1543,635,1012,1323,935,2158",10
145_C,1915,"1749,820,68,493,1523,1035,2158,1566,2504,2350",10
246_B,2250,"2126,568,1552,1377,2221,2110,1525,2340,1702,1444",10
55_D,1383,"299,755,2225,1742,1254,1690,1274,1458,44,1999",10
5_C,686,"1634,1323,1978,2541,307,1942,991,441,935,157",10
978_A,223,"2576,1057,2469,444,481,902,1134,734,703,1230",10
420_D,197,"1209,874,2484,1729,1384,2350,1206,1166,1208,22",10
1436_C,422,"1735,1978,1942,128,1999,25,2106,2324,1494,420",10
248_A,1133,"1939,2394,967,1056,2070,1949,1959,1097,780,1704",10
53_C,226,"1886,785,263,2486,28,2104,912,355,2348,1543",10
1460_D,187,"1814,1244,1179,1525,240,1093,2230,634,2449,1763",10
1185_D,1994,"195,2445,171,2383,2173,1360,580,74,1032,1093",10
75_C,1775,"648,1015,484,1044,1780,444,1025,1791,1049,1455",10
1355_D,1529,"1402,671,1809,1905,1622,613,189,1270,427,145",10
193_A,1072,"1035,2422,2202,2173,748,1628,2586,481,1078,1179",10
