query_id,content_id,hard_negatives,hard_negative_count
706_A,2454,"785,280,532,625,1071,434,1707,813,88,1588",10
785_A,28,"1426,455,2499,241,1907,464,2341,773,35,1087",10
150_B,996,"1520,1169,457,2583,686,192,1183,441,1210,648",10
154_C,1731,"747,2057,902,1415,1585,1674,989,2507,2492,1603",10
1234_A,1633,"2026,2572,1061,2267,1056,2334,141,2106,0,1897",10
1422_D,960,"279,1072,414,1884,1920,1924,2443,2508,1488,1219",10
561_D,362,"1312,2380,1889,2497,1234,594,47,141,1475,1729",10
3_A,1180,"2493,515,2394,465,618,2218,1851,1791,226,1370",10
115_A,851,"905,1796,291,185,2106,561,271,1906,1942,1570",10
18_D,1824,"2179,670,878,2109,2053,2053,1135,1282,2469,1435",10
767_A,1895,"1509,627,1318,1281,1382,293,1117,2312,85,2283",10
1114_D,439,"1635,1704,7,1099,622,949,2310,311,1896,179",10
39_C,699,"1958,959,1751,1383,13,1054,712,1978,2278,1972",10
615_A,806,"221,2229,624,499,1015,312,372,2100,644,1302",10
757_B,2539,"1948,458,734,1663,1487,674,520,2389,2270,575",10
1686_C,2044,"2203,1317,336,955,587,539,1978,2346,2278,2552",10
142_A,1250,"1290,1188,921,2251,872,864,1703,2535,2521,5",10
944_B,835,"1834,553,759,1091,68,2519,196,1219,1311,1908",10
139_D,1416,"2326,1319,2085,974,2143,74,1153,315,107,373",10
1153_A,1539,"1851,0,725,2236,1940,1009,646,793,1279,2189",10
1336_A,2291,"1266,94,340,1110,930,1219,1729,200,1274,1728",10
740_A,1876,"1220,409,702,739,739,2390,1529,663,1165,123",10
1057_D,3,"838,265,167,113,418,1666,1871,1433,1421,1432",10
983_D,2414,"1332,234,1127,533,1722,2093,1648,835,1219,759",10
1324_A,624,"1646,312,372,1302,499,1219,2100,2278,1972,21",10
1624_D,131,"945,485,2247,2215,541,1219,1610,1554,830,266",10
31_B,704,"1272,1651,850,1870,1604,1151,2514,549,1547,1183",10
32_A,1566,"98,347,1048,172,217,1206,715,1219,1130,1729",10
459_B,417,"2132,600,11,2095,1586,2492,989,1674,2443,1603",10
568_D,2154,"2429,1515,2093,760,2458,1057,50,749,2278,857",10
665_A,1318,"2312,570,1281,1927,2241,1351,1370,561,1949,282",10
505_D,2262,"1820,326,1918,1819,1452,499,888,624,312,777",10
1566_D,449,"1866,304,1573,398,1117,1382,293,2283,2360,435",10
1129_B,2469,"2101,2054,971,1937,974,1282,1135,1435,1805,1978",10
877_C,1210,"1782,1520,441,1167,1373,2507,1183,2050,1725,915",10
1715_D,1208,"2447,1609,1840,2093,1241,1467,1792,127,1549,1773",10
1147_C,2031,"155,1819,1044,2541,499,1219,624,644,840,857",10
856_B,207,"450,43,1678,448,2025,1959,1837,1370,2007,2348",10
913_B,1457,"2024,2159,1068,352,227,2166,1560,2249,561,2343",10
973_B,1270,"1756,1622,67,61,1204,619,145,2191,1965,1341",10
1205_D,1089,"2367,1575,1794,1409,111,1511,1132,148,1219,344",10
1817_C,438,"260,1427,1618,2352,223,2187,2481,2278,153,579",10
1253_D,1761,"1538,31,1977,1976,1237,2278,561,2311,749,1599",10
112_C,2093,"1542,916,934,1589,2579,1841,561,2278,1207,579",10
146_B,1523,"1637,606,659,1128,1715,2073,1057,2278,2154,50",10
788_B,117,"166,141,876,1537,492,460,1826,379,1012,212",10
612_D,1181,"1024,975,744,347,1134,980,2481,153,2278,2541",10
8_D,907,"1514,684,1655,1246,29,848,749,1909,2278,774",10
1235_A,1568,"2127,642,2113,445,2301,287,1285,1139,1144,1389",10
1096_B,2427,"1611,761,745,275,1435,1400,2416,2426,1543,1340",10
43_A,381,"1156,1621,2399,1008,565,1280,2278,1578,561,1576",10
120_A,877,"1652,486,2514,441,928,686,1065,1183,459,1325",10
449_B,189,"306,264,2055,1898,2305,1422,1782,1183,2050,915",10
926_B,2215,"710,2340,331,519,498,1610,1554,1693,541,266",10
1423_D,1978,"1781,702,1773,1972,2278,1571,1579,2164,2028,2148",10
534_B,2566,"1135,736,286,34,795,1219,1266,1729,1274,930",10
809_A,1190,"1049,2001,1134,975,1971,2221,1729,835,561,1219",10
1573_B,651,"723,297,921,1188,776,1613,793,1219,1325,1851",10
449_D,264,"306,189,1258,1934,2442,1422,1782,1183,2050,915",10
507_A,1316,"1119,249,1008,1207,2306,2278,561,1219,1972,2311",10
1277_B,1100,"221,1582,946,2280,1586,1939,840,2278,2443,2318",10
685_B,1702,"2150,710,1373,2228,1231,519,1554,1693,1610,266",10
899_A,706,"1507,1005,1963,2140,2532,2306,987,2518,561,1941",10
186_B,1525,"1526,22,150,123,1051,1244,1078,874,2402,45",10
1108_A,1847,"1894,728,181,791,2154,1057,50,1243,679,1128",10
230_D,2132,"2039,1596,574,2550,526,2191,914,2023,531,2112",10
1845_C,1642,"524,1504,908,1140,488,1124,2306,561,987,1999",10
1179_A,1989,"972,883,2174,2490,1425,1543,1370,465,141,2106",10
1698_D,1293,"2284,1115,1720,1716,1631,2376,81,713,52,672",10
546_C,507,"2297,2343,2249,1993,425,1560,1457,2024,2151,2546",10
317_B,1383,"1898,2431,1403,611,1730,1730,2552,1978,1773,1972",10
80_D,421,"478,1969,1928,1353,1430,84,1842,1943,1025,444",10
1087_A,415,"2334,2365,625,1897,829,219,1707,356,793,410",10
874_B,809,"1450,718,501,2466,404,1738,2455,1819,1279,1970",10
1286_D,256,"232,2530,1999,656,192,996,648,457,746,535",10
80_A,478,"421,686,524,902,1430,84,1842,1943,1025,444",10
990_B,2034,"986,1173,687,2484,1209,893,20,1142,1479,1492",10
1224_D,236,"1505,1434,48,2266,2156,1588,367,1707,2336,434",10
1585_A,1781,"2577,1245,2165,1978,702,1571,1579,2164,2028,2278",10
1574_B,1999,"1179,561,2518,2586,1972,1773,1978,2278,1125,1599",10
1686_D,2203,"2044,285,2346,1730,587,539,1978,2278,774,2126",10
1442_A,1748,"101,895,282,2177,797,797,2014,283,1584,1949",10
433_A,782,"1327,2313,316,63,2100,377,2158,2278,2207,1972",10
1520_A,47,"1303,594,1654,1412,1475,1312,1234,283,1949,2465",10
1479_A,1050,"784,2244,213,765,1230,2132,1183,865,2278,1219",10
840_D,381,"1156,1621,2399,1929,340,1219,2278,561,1729,857",10
1589_A,1165,"1591,1705,2390,1315,1809,399,1219,1773,1972,2278",10
900_B,1484,"474,1863,230,588,273,1074,1520,1210,1219,441",10
663_B,2438,"561,1634,1814,2278,240,2173,2100,1576,2311,15",10
1539_D,248,"603,1770,635,1203,1000,924,1769,463,561,1219",10
138_B,1783,"1837,2241,764,206,2025,2394,1927,1176,1279,204",10
712_D,674,"520,566,516,481,656,1026,2389,2270,2285,931",10
1131_B,186,"1336,638,2359,561,1259,2173,15,1814,1510,1999",10
1176_C,1968,"144,2204,1956,992,591,110,2113,1543,972,287",10
1635_C,511,"137,2119,1082,2135,366,553,1219,536,2225,1773",10
902_A,2504,"4,2533,1670,1634,349,937,1644,2046,536,1641",10
1131_C,186,"1336,638,2359,561,1259,2173,15,1814,1510,1999",10
1151_A,1604,"629,1652,850,704,1870,1167,549,1547,2278,1183",10
1859_D,1887,"1514,234,2172,1519,747,1603,1674,1102,1586,2492",10
143_D,1714,"978,1724,103,2114,2372,994,2131,1012,1219,2248",10
514_D,1333,"1985,159,808,1835,590,590,1926,1252,653,307",10
97_B,625,"2365,532,1897,2454,415,114,1997,1707,280,1791",10
287_B,2507,"1373,552,509,1037,1782,1210,1179,1183,2278,2100",10
1237_B,1657,"1686,1369,1944,1661,1746,1741,814,1763,2474,1685",10
540_B,2542,"1809,1705,133,447,1933,399,1219,1972,1529,2278",10
1645_A,2539,"1948,734,1663,1803,1219,1729,1044,2278,1388,1773",10
961_D,427,"161,1013,2246,299,1107,2507,1179,2149,1650,2278",10
650_A,1970,"1176,2423,1279,646,1851,2189,2394,517,280,1886",10
330_A,172,"29,848,1916,1081,2170,907,1514,774,749,1166",10
816_A,1898,"2305,1999,1342,189,1730,1634,1978,1773,2552,2278",10
667_B,1973,"1965,1341,67,394,61,539,145,2191,1756,1622",10
1014_D,674,"520,566,516,481,458,458,2270,2389,2285,1026",10
1810_B,673,"2172,1887,884,31,2196,1761,1224,2443,2508,582",10
814_D,1047,"54,671,1813,829,2040,1384,2374,2323,1587,781",10
316_A,739,"380,1529,2033,1315,1402,1876,663,2390,2162,1460",10
831_A,91,"519,1614,2398,1666,2215,1554,2277,1432,1610,536",10
213_B,1557,"1251,947,2339,176,136,78,1152,722,330,1128",10
940_A,357,"498,888,221,806,499,624,312,1646,1302,2074",10
130_A,1213,"2475,358,1273,2407,2139,2220,1821,2513,2058,849",10
1122_B,207,"450,43,1678,1608,338,1837,1959,2007,1370,2348",10
81_C,1365,"1468,2298,1518,1677,2212,1667,561,2546,2402,1244",10
1563_B,971,"1937,160,2469,55,55,745,2427,761,54,2426",10
1062_B,717,"1764,2314,2276,946,2229,1814,561,2278,1839,2100",10
255_C,1492,"893,20,1142,1209,825,986,1173,2034,2484,1479",10
707_D,1100,"221,1582,946,1586,1972,1939,2278,840,1219,1773",10
155_A,1788,"2332,1883,2450,1175,396,305,2388,2353,2197,867",10
1081_B,1784,"1519,1216,1688,1136,1939,1586,1488,2060,1029,2318",10
1251_B,2046,"1641,1644,2422,1978,1380,1277,536,68,2278,519",10
988_B,2378,"21,735,1452,312,499,624,1646,2278,2100,372",10
1058_B,1541,"283,2465,1949,101,1475,2508,26,282,1584,2014",10
1248_D,649,"1148,1527,1295,743,2204,2072,686,1802,1565,459",10
464_A,120,"1206,862,606,843,2373,1128,561,2278,2034,579",10
89_A,1240,"2376,936,440,976,736,1507,81,2475,849,672",10
738_B,1488,"860,1640,918,263,11,1007,1056,2106,1877,0",10
738_C,1640,"860,1488,92,801,1519,1007,1056,2106,1877,0",10
1218_D,1043,"1831,2557,1618,2576,1783,1219,2241,1370,561,764",10
1289_B,1,"317,1804,2199,1549,495,1416,1807,2066,579,1374",10
1238_C,2221,"389,727,2518,1999,2586,835,1219,1311,68,1972",10
1098_A,363,"2078,1593,2398,1081,2307,2488,891,79,561,1576",10
1596_B,1013,"161,427,2401,767,767,1057,2507,50,2278,1179",10
782_A,1825,"2021,1918,606,1358,2363,1057,749,50,1469,2278",10
253_D,725,"2365,1707,0,2334,2236,1192,1192,356,793,51",10
323_A,1535,"418,2372,1904,2436,2240,2581,1755,1432,1666,838",10
476_A,2510,"329,1469,1965,2191,1973,318,1759,1396,804,122",10
1665_D,1929,"1361,520,516,340,381,1219,561,1729,2278,2291",10
1754_B,991,"989,1325,695,2105,1731,1586,2507,1037,1585,489",10
64_A,2359,"975,1259,1510,638,1190,1360,2278,1219,2383,857",10
1346_D,2461,"1869,152,1855,2329,1449,1981,399,2448,1972,2278",10
427_C,1099,"179,1704,311,7,378,1187,439,62,1635,218",10
328_C,1909,"234,1048,217,172,1280,2134,1773,1978,2278,1088",10
1743_D,890,"904,2276,177,1979,2160,914,2112,531,2023,2191",10
971_C,757,"1599,1063,1416,2326,1773,1978,1972,2278,1634,831",10
1280_B,789,"270,450,1393,2394,2161,1370,464,2432,1851,1180",10
1261_C,900,"2282,2573,165,1743,1701,1896,2500,1849,1381,379",10
1395_A,1868,"585,1425,2037,1276,1937,433,977,1389,2357,1917",10
546_D,2343,"2297,507,1522,2006,1027,1560,1457,2024,2151,2249",10
718_D,331,"1614,46,2215,2292,109,1554,1610,519,1693,1219",10
1701_C,1733,"1741,1271,2193,1229,1854,1686,561,2278,1219,1707",10
1710_D,2472,"1115,1354,2284,672,2126,1720,713,81,1631,2317",10
100_A,463,"1396,1326,1769,1000,1260,248,635,1770,924,1362",10
938_D,2109,"815,2203,2191,2185,1282,2469,1978,1773,1435,941",10
1044_B,2341,"28,464,534,2236,841,1426,455,773,2499,1907",10
865_D,510,"1239,2502,492,1697,2425,1512,265,1806,379,1448",10
946_C,85,"1348,1719,2493,570,551,1370,1041,2432,515,2174",10
1325_A,1244,"2504,2321,1708,539,22,1078,1773,60,1978,2278",10
173_D,1350,"2163,1129,1452,1804,498,2356,499,221,2208,624",10
956_A,852,"1954,213,784,1120,1050,2505,187,865,1219,1183",10
662_A,1706,"567,1446,833,1357,398,686,535,996,700,1183",10
1306_A,118,"2275,393,275,1953,2416,745,761,1543,2427,1340",10
926_C,710,"2215,2097,968,331,498,1610,1554,1693,1219,541",10
331_A,1920,"1227,2349,2482,279,960,2443,2508,1219,1488,2268",10
982_B,1820,"2262,1452,1799,1223,499,888,312,624,1015,862",10
497_B,268,"576,226,1836,895,797,207,1608,561,2210,1877",10
1569_B,452,"775,1443,593,835,1219,1278,1908,68,1729,2278",10
776_C,671,"1047,1384,781,2053,2035,54,2049,2323,1587,561",10
1384_C,688,"547,1256,1766,2549,2240,1755,265,1235,2070,2142",10
36_D,1644,"1680,267,2046,1641,1284,1277,528,536,68,2278",10
648_B,1872,"894,2567,220,911,107,2398,74,373,1153,315",10
269_B,364,"539,1756,1965,145,61,1973,2191,1622,1341,1270",10
785_C,455,"1426,28,841,35,943,464,2341,773,2499,1087",10
490_B,1624,"2579,1479,493,984,1841,986,2034,2484,1142,687",10
970_B,1324,"471,771,337,1510,1219,1729,2291,1266,94,200",10
654_D,167,"1755,265,3,2142,143,1540,2398,1593,80,1469",10
1042_C,471,"783,1324,1691,771,1929,1766,265,2070,2142,2068",10
218_A,99,"1860,1037,509,489,766,1753,300,16,2420,1617",10
485_C,729,"2248,948,2445,902,1012,484,2541,2136,478,1881",10
350_C,604,"2265,1465,1222,289,1511,344,2065,1132,437,2548",10
547_C,2479,"1606,2070,1432,320,2085,346,1666,1755,838,2277",10
1805_B,1884,"301,923,945,2583,484,561,1881,1219,183,2278",10
998_A,1644,"4,2504,2046,1641,1284,400,346,1834,68,536",10
587_C,2306,"15,706,987,1941,1672,1516,2140,561,1999,2518",10
535_D,687,"2119,2034,2075,1173,202,1218,774,1166,169,1909",10
720_A,1524,"2027,845,301,2125,2568,2494,2340,2291,14,561",10
57_B,809,"718,1450,501,2466,404,1738,2455,644,1279,1970",10
864_C,2573,"1291,57,337,2282,379,156,2060,1219,569,384",10
836_C,1057,"1490,1260,69,50,1396,1769,248,1000,924,463",10
1056_A,2252,"1093,849,1998,1636,2016,2376,1354,215,81,2472",10
1853_A,1114,"133,847,391,38,1663,159,1252,1971,2072,590",10
1553_A,97,"793,2189,1886,2486,1321,0,1851,1194,1970,356",10
1558_A,551,"2421,1719,2452,106,1348,2493,85,2394,1370,1180",10
907_D,481,"520,516,566,674,656,2389,2270,2285,1026,931",10
1118_C,293,"912,570,1281,637,2312,1382,1117,1318,2283,2194",10
1466_D,1721,"2300,297,640,280,2251,651,1707,1202,921,872",10
701_B,1737,"692,845,1720,2386,2386,2376,142,1925,713,1821",10
169_B,389,"727,641,636,1091,2221,835,1219,1311,68,1972",10
1197_D,491,"1623,1392,504,631,457,1507,2457,377,1998,392",10
339_A,2519,"68,661,196,1091,2209,1834,1834,1219,536,519",10
668_B,375,"1264,2152,2069,1364,1992,1823,2368,377,2457,390",10
1215_D,424,"1398,1342,1898,2305,1054,712,2278,561,2311,1972",10
1675_B,651,"1613,723,297,921,1188,1219,793,1325,2394,1851",10
1102_A,2237,"175,855,2185,1518,561,2323,2298,1365,947,2278",10
880_B,2485,"581,1718,767,17,299,1179,2278,1978,1972,1773",10
357_A,190,"1680,2586,1610,1692,1072,572,1277,2085,1729,519",10
234_D,397,"2551,691,2319,1677,1098,1306,632,365,1059,2151",10
918_C,1074,"2273,2002,565,2326,147,1619,339,2278,561,2187",10
314_A,1447,"1046,1629,988,2242,986,2278,561,2311,1378,1599",10
303_C,2056,"648,1712,816,746,910,877,1545,192,867,686",10
927_B,650,"1522,2006,2229,1006,1561,1560,2159,2249,2343,2297",10
1327_C,2585,"1857,1239,519,1416,974,74,315,373,911,1125",10
807_A,2245,"341,1324,2436,1205,2316,1044,1735,1388,2070,1012",10
274_A,1582,"788,104,2420,1055,2386,2376,1925,936,2475,849",10
1586_A,2581,"2240,2070,2372,1904,547,2549,1755,1666,1432,838",10
1663_C,1586,"1731,11,2095,417,989,991,284,766,1037,919",10
1405_B,1415,"1731,903,671,1144,1568,2113,287,1285,642,1139",10
84_C,642,"1568,2301,287,2508,2443,1144,1304,2113,1285,1139",10
167_D,2109,"2053,815,2203,2191,1103,388,2323,1282,1135,2469",10
732_B,1682,"1660,1828,214,1612,1488,2060,2443,156,2508,1464",10
414_A,791,"1999,2009,1972,1533,2278,1978,1773,1219,561,50",10
515_B,905,"1265,1796,185,851,1481,1951,821,1570,1488,95",10
1839_B,931,"2285,2270,1026,879,617,2389,656,458,575,940",10
1590_C,1265,"556,1481,2354,1572,185,905,561,1543,141,263",10
1694_A,1120,"2067,1645,738,1210,1520,441,2505,457,1183,996",10
312_B,1072,"346,960,2326,823,400,1116,519,2085,2586,1680",10
842_A,1542,"1715,2308,848,2429,2061,2073,760,679,1424,579",10
754_C,141,"1537,2080,166,117,1704,2095,379,1012,1735,156",10
309_B,565,"2373,1074,1576,2326,2542,1184,916,1549,2066,1374",10
196_A,1971,"2586,2530,1361,256,1049,835,1729,1219,2221,561",10
1160_D,2309,"111,724,1575,1255,965,164,2257,2367,1794,1511",10
758_C,236,"48,426,1434,2266,1997,356,1707,793,1791,367",10
1705_C,1536,"1935,1117,2360,1498,2188,2089,1122,645,36,435",10
822_D,76,"1436,2544,694,332,156,1456,1832,2443,2508,510",10
792_D,391,"636,1928,1143,1543,1818,1219,2443,2508,857,1308",10
791_B,1155,"58,1922,1171,195,339,2273,1378,138,1207,561",10
34_A,2264,"228,1773,1533,2481,2222,126,126,2402,2408,2541",10
576_C,1675,"2330,1317,1359,1379,1605,2033,2162,824,2412,739",10
570_C,1079,"262,2003,817,751,1946,2097,2545,830,2215,1808",10
135_B,2563,"1184,475,1237,1977,1759,1396,679,2278,804,1128",10
1142_B,978,"103,1714,2114,2372,2131,1724,1012,1994,2248,1219",10
265_D,307,"2517,1926,342,1698,192,590,457,996,1183,1985",10
89_B,2376,"1240,2475,2513,849,936,736,81,672,1631,713",10
1428_C,1697,"224,1191,2263,510,2425,265,1755,379,1512,688",10
1656_D,1445,"1203,468,2351,2331,1362,1879,924,248,635,1770",10
48_D,657,"617,656,77,2270,2389,1026,2285,458,575,931",10
1707_B,454,"686,157,32,1252,2072,1311,835,2221,1835,2204",10
1005_C,2073,"1715,2242,760,2308,1637,1523,679,1424,579,1840",10
31_D,1651,"1272,704,928,2444,1954,1151,2514,549,1547,1183",10
1250_B,2043,"212,214,1162,379,379,156,1044,561,1239,694",10
1224_C,1505,"236,2336,235,647,2156,1588,367,1707,434,280",10
1467_C,2251,"1188,921,1250,1703,2535,1290,2369,776,864,1202",10
1722_C,1652,"629,844,574,1167,915,2050,1725,1183,549,1547",10
953_A,672,"81,1631,52,2284,1308,902,713,2376,2317,2472",10
1614_A,401,"2282,1743,1499,1896,2500,432,2184,2573,379,57",10
1353_C,1030,"2512,812,2571,2559,2582,2082,19,1921,561,2278",10
515_D,1265,"905,1481,2354,1572,1951,821,1570,851,1488,1949",10
1091_A,1380,"528,2046,160,1641,1277,1680,1644,68,1284,519",10
169_D,727,"389,641,2221,835,759,1219,1311,68,1972,1773",10
1397_D,261,"2125,2411,2431,1786,1708,2278,2187,561,1035,579",10
532_B,2464,"194,1836,268,1543,2106,1393,1370,620,515,561",10
683_A,2583,"2576,2489,183,478,1618,1884,484,1427,260,561",10
1318_D,331,"46,2215,2292,1554,1610,266,1267,710,1693,1950",10
1740_A,2080,"141,1662,1139,1568,2301,156,379,694,576,332",10
1776_C,1842,"1532,444,1025,1430,1943,1288,2564,1224,810,561",10
623_A,931,"2285,2270,1026,220,2389,458,575,656,940,77",10
260_C,1720,"2472,1115,1716,1394,2126,834,81,713,2317,672",10
1661_A,2524,"1085,2523,2326,1921,2473,561,1219,330,2202,2264",10
394_A,1984,"746,554,828,1416,2085,877,253,192,996,535",10
17_C,616,"2130,249,2151,1353,2469,561,1773,1978,1599,1805",10
126_B,1148,"1527,1956,649,743,2204,1565,2072,686,584,1802",10
101_C,658,"1786,1822,122,800,2361,2206,914,2023,1396,2112",10
335_A,1338,"1387,2494,1999,2306,1066,1773,1634,2278,1978,1972",10
1026_A,1690,"158,1695,709,1012,2326,519,1644,1641,2046,68",10
714_B,1054,"712,1963,1858,1941,1958,699,1978,2278,1972,1773",10
360_B,2426,"1225,461,2462,1873,732,2198,2457,377,1998,1555",10
697_C,836,"377,1873,2229,54,2457,631,491,1623,1998,392",10
193_B,1437,"823,1072,146,548,1919,27,2073,1921,561,1219",10
536_D,1488,"1602,918,263,11,1937,585,992,561,1543,591",10
92_B,1918,"1825,499,787,1864,217,2208,624,221,1986,1646",10
720_B,845,"2027,1524,1636,849,2475,2494,2340,2291,14,561",10
1223_D,661,"68,2519,1834,759,2209,196,196,519,536,1219",10
319_D,1134,"975,1190,1360,2001,1181,1024,153,2541,2278,2481",10
234_B,2551,"397,1183,552,157,1098,1306,632,365,1059,2278",10
272_D,1303,"594,47,1654,1412,1475,1312,1234,283,1949,2465",10
1107_C,930,"1274,94,370,614,1233,1110,1219,1266,2291,1729",10
324_A,1740,"1370,1940,368,2394,1851,1325,1180,2432,1219,465",10
1368_B,1036,"212,179,780,1558,379,156,1219,2443,1586,2508",10
769_B,1050,"1954,784,2244,213,765,852,2514,865,1219,1183",10
12_C,2156,"1588,235,1321,1505,236,1370,1791,1707,280,2454",10
163_D,2068,"2142,2240,418,1904,1432,1871,1666,838,1755,265",10
1671_D,1473,"239,505,995,817,2110,2340,2038,1950,1219,2291",10
83_B,1988,"1744,1379,794,1402,663,1876,2390,1529,1165,739",10
1134_C,670,"1824,1793,1474,815,1435,1282,1978,2469,1135,1773",10
289_C,1334,"350,2476,955,189,1634,1378,1814,561,1051,2431",10
1716_D,2225,"1153,626,479,795,2131,2131,74,315,373,107",10
1297_D,450,"207,43,789,2394,1851,2007,2489,1180,2025,1959",10
1145_B,44,"349,937,1676,703,1140,578,2011,2384,482,1459",10
1423_B,702,"1781,1978,567,1355,1220,1571,1579,2164,2028,2148",10
637_A,1708,"90,2375,539,2481,1730,2278,1576,561,579,1972",10
90_B,2137,"2218,977,2289,270,451,1505,356,793,2397,635",10
661_C,1292,"1565,808,1960,584,1996,1252,686,2072,1325,653",10
1233_B,815,"670,2109,2191,2203,1435,1282,1978,1773,1135,2469",10
1380_B,83,"1917,1513,701,182,630,1389,591,972,2113,287",10
962_B,1517,"1193,901,1867,1028,1769,248,1260,924,1000,463",10
1213_A,609,"1621,1152,2399,1976,1008,733,1749,2278,1156,1578",10
1256_D,423,"1752,2357,2394,527,2467,2432,1370,515,1480,2174",10
1735_A,38,"811,129,1590,1214,1219,561,1729,742,2278,1266",10
876_B,2130,"1470,1356,1428,634,2009,1950,995,1610,2215,1554",10
605_C,70,"2196,1527,1769,1761,31,1977,1538,1839,2093,1586",10
1194_C,118,"393,275,1953,745,1488,1340,1879,2426,2427,1543",10
505_A,1820,"2262,326,1452,1799,1223,499,888,624,312,777",10
152_B,2392,"322,1248,1809,1315,123,1988,561,2278,2402,2311",10
1502_A,445,"2057,1996,2345,2435,1029,2318,1586,1102,561,1939",10
833_C,797,"1572,2155,470,563,282,2014,1584,283,1949,2465",10
998_B,2504,"4,1644,2533,1670,1634,400,346,2046,1641,68",10
878_A,45,"2402,2395,2350,1051,2272,22,2375,1244,2136,1708",10
1350_D,1051,"1628,2272,944,2350,2125,1577,1378,561,1814,1634",10
933_C,1937,"1435,34,1282,585,1868,1707,2443,561,1543,2508",10
837_C,1336,"1090,186,1361,2087,2488,835,1219,1729,1311,2221",10
556_D,1190,"1134,2001,975,2273,566,520,561,1814,1729,1999",10
1369_A,1912,"289,604,149,1511,965,111,1794,2065,1222,1132",10
416_B,1846,"1150,1029,766,1934,1425,1940,499,1986,2100,312",10
1129_C,2101,"2469,2054,971,2520,1079,1282,1135,1435,1805,1978",10
17_B,2130,"616,1428,634,2009,2469,561,1773,1978,1805,2488",10
219_B,1264,"1364,1186,2198,1306,1966,2501,932,1560,953,377",10
9_B,1234,"1312,1889,2380,2497,362,594,47,141,642,1475",10
505_C,326,"2262,1820,1452,1799,624,499,888,312,777,1015",10
44_A,646,"1970,204,2423,1279,2394,1851,1176,1180,2106,1325",10
570_D,2003,"262,1079,2287,1288,2169,2097,2545,830,2215,1808",10
1401_C,1207,"986,990,2547,1316,2306,2278,561,519,987,2586",10
537_D,1157,"1817,1105,1705,399,1764,1809,1219,1972,857,2278",10
628_A,1847,"791,1894,728,181,2154,1057,50,1243,1128,1515",10
171_D,1626,"980,2411,1403,2431,1814,1634,561,2173,231,2291",10
1328_A,836,"1873,2229,54,377,631,2457,491,1623,1098,392",10
1455_B,871,"2131,2143,911,1729,1219,2291,561,1834,1773,1024",10
716_A,263,"1040,1488,2334,1851,420,430,2267,1219,1067,1056",10
276_A,564,"42,2010,1034,1828,1943,1430,2564,262,1842,1025",10
323_D,418,"1535,2372,2142,2068,2240,2581,1755,1432,1666,838",10
245_C,1313,"531,2206,247,2092,914,1972,1773,1978,1195,2278",10
454_C,1026,"656,2285,2270,458,879,617,2389,931,575,940",10
1106_C,2466,"404,1819,718,501,809,1181,1024,2031,793,1279",10
460_D,1494,"868,807,882,49,922,540,1219,1729,1044,1388",10
1370_A,1456,"1832,1745,1283,1860,1436,2544,156,1857,1617,401",10
261_A,767,"427,737,1718,508,161,161,299,2246,1107,1013",10
142_D,1290,"1250,1188,921,2535,872,864,1703,2251,2521,5",10
1606_C,1031,"974,971,1558,1435,1800,1282,1400,2469,1765,56",10
175_C,1940,"1009,368,1740,226,1927,2241,465,2493,85,2394",10
935_B,795,"34,2119,1082,1135,2566,74,1219,1729,1266,2291",10
446_D,2443,"2508,26,422,898,2083,283,283,282,2014,1949",10
239_A,951,"1806,1133,694,76,332,384,156,510,2502,1239",10
876_D,1356,"1470,2130,842,2505,513,1950,995,1610,1554,2215",10
1531_A,1956,"912,2555,1117,1853,2360,1382,293,204,646,435",10
1716_A,1153,"2225,1872,1562,74,2131,2131,315,107,373,911",10
95_A,312,"105,372,624,1302,1646,499,2100,561,840,2278",10
1171_B,984,"1142,2484,1624,1173,893,20,2034,1479,1492,825",10
469_B,169,"1166,774,1578,172,1431,493,1048,1909,749,1549",10
74_C,868,"1494,1031,974,34,882,922,1219,1729,1044,807",10
929_B,1432,"2277,1421,320,2068,2142,1666,838,1755,265,2070",10
168_D,631,"2192,1310,1623,504,2457,503,1932,2344,377,650",10
1729_A,2311,"1599,2278,2100,1063,1972,1773,1634,1978,2408,1408",10
37_D,2021,"848,1469,1825,606,1075,2307,1057,659,749,1548",10
1524_C,601,"284,1559,919,1586,2060,179,1939,1512,62,1488",10
0_D,1672,"15,1941,158,1054,2181,2306,2488,987,561,1999",10
5_B,686,"454,478,1065,996,1520,305,2353,459,1252,2388",10
145_C,1915,"1807,1104,2075,1852,2234,172,1549,825,2066,1479",10
246_B,2250,"2446,1410,1882,271,2296,713,672,1631,52,2317",10
55_D,1383,"2271,2431,1403,611,1319,1181,1634,1894,1773,1978",10
5_C,686,"454,478,1065,996,1520,305,2353,459,1252,2388",10
978_A,223,"2352,1618,2557,2576,438,952,484,1219,1729,1972",10
420_D,197,"758,1489,1021,2410,2457,857,561,377,1128,1219",10
1436_C,422,"1810,2508,2443,898,2113,2083,642,1219,287,1139",10
248_A,1133,"332,694,1806,951,156,1239,1745,2502,510,379",10
53_C,226,"1877,470,2554,1836,926,1701,1007,1370,1842,2261",10
1460_D,187,"2505,1645,1096,2067,1954,1120,1520,1210,273,441",10
1185_D,1994,"1987,994,1235,2114,1012,1219,141,1729,2586,2248",10
75_C,1775,"256,1417,1360,1278,1835,840,2541,857,2072,669",10
1355_D,1529,"739,2033,1315,1402,2162,663,2390,399,2412,1163",10
